split,source_video,frame,image,label,positive,faces
train,VID_20231122_101409,2123,VID_20231122_101409_mp4-2123_jpg.rf.31e5215d33852a66af4bf1caaccdaa39.jpg,VID_20231122_101409_mp4-2123_jpg.rf.31e5215d33852a66af4bf1caaccdaa39.txt,0,0
train,VID_20231122_101409,212,VID_20231122_101409_mp4-212_jpg.rf.0e35ecc4f61fc600f19c55bced9b2c3b.jpg,VID_20231122_101409_mp4-212_jpg.rf.0e35ecc4f61fc600f19c55bced9b2c3b.txt,1,1
train,VID_20231122_101409,2134,VID_20231122_101409_mp4-2134_jpg.rf.63a996e8f5a514becad1d8cee1c5524e.jpg,VID_20231122_101409_mp4-2134_jpg.rf.63a996e8f5a514becad1d8cee1c5524e.txt,1,4
train,VID_20231122_101409,2136,VID_20231122_101409_mp4-2136_jpg.rf.2500ef25b72036661472f4e68bcd2a63.jpg,VID_20231122_101409_mp4-2136_jpg.rf.2500ef25b72036661472f4e68bcd2a63.txt,1,4
train,VID_20231122_101409,2139,VID_20231122_101409_mp4-2139_jpg.rf.ca9dc4d84d218ba81670be2f1bb5a0a9.jpg,VID_20231122_101409_mp4-2139_jpg.rf.ca9dc4d84d218ba81670be2f1bb5a0a9.txt,1,3
train,VID_20231122_101409,2150,VID_20231122_101409_mp4-2150_jpg.rf.a86bf55aa1ef913946a1deda474c1cb9.jpg,VID_20231122_101409_mp4-2150_jpg.rf.a86bf55aa1ef913946a1deda474c1cb9.txt,1,4
train,VID_20231122_101409,2168,VID_20231122_101409_mp4-2168_jpg.rf.a1970a8f05225f8473ce34592acd2392.jpg,VID_20231122_101409_mp4-2168_jpg.rf.a1970a8f05225f8473ce34592acd2392.txt,0,0
train,VID_20231122_101409,2173,VID_20231122_101409_mp4-2173_jpg.rf.f31fb407d46105a26eff2e1096f2b3b7.jpg,VID_20231122_101409_mp4-2173_jpg.rf.f31fb407d46105a26eff2e1096f2b3b7.txt,0,0
train,VID_20231122_101409,2181,VID_20231122_101409_mp4-2181_jpg.rf.f561e30b2bcf3b22ffa02c83766106aa.jpg,VID_20231122_101409_mp4-2181_jpg.rf.f561e30b2bcf3b22ffa02c83766106aa.txt,0,0
train,VID_20231122_101409,2182,VID_20231122_101409_mp4-2182_jpg.rf.20035b509f869a1b4493ab3cee042f24.jpg,VID_20231122_101409_mp4-2182_jpg.rf.20035b509f869a1b4493ab3cee042f24.txt,0,0
train,VID_20231122_101409,2187,VID_20231122_101409_mp4-2187_jpg.rf.842b9e040b811e49ee6ef0281ade9740.jpg,VID_20231122_101409_mp4-2187_jpg.rf.842b9e040b811e49ee6ef0281ade9740.txt,0,0
train,VID_20231122_101409,2192,VID_20231122_101409_mp4-2192_jpg.rf.48b1af4c897c8ec6265279fe5b8ce282.jpg,VID_20231122_101409_mp4-2192_jpg.rf.48b1af4c897c8ec6265279fe5b8ce282.txt,0,0
train,VID_20231122_101409,2195,VID_20231122_101409_mp4-2195_jpg.rf.59700c46c9122fedb560a8d561590151.jpg,VID_20231122_101409_mp4-2195_jpg.rf.59700c46c9122fedb560a8d561590151.txt,0,0
train,VID_20231122_101409,2199,VID_20231122_101409_mp4-2199_jpg.rf.5e98afc70a0190e98fa36744c16c703a.jpg,VID_20231122_101409_mp4-2199_jpg.rf.5e98afc70a0190e98fa36744c16c703a.txt,0,0
train,VID_20231122_101409,2202,VID_20231122_101409_mp4-2202_jpg.rf.bac28a4aefe219301280e23cacc4abbe.jpg,VID_20231122_101409_mp4-2202_jpg.rf.bac28a4aefe219301280e23cacc4abbe.txt,0,0
train,VID_20231122_101409,2208,VID_20231122_101409_mp4-2208_jpg.rf.4b1627d74330ca94339869024c5937c1.jpg,VID_20231122_101409_mp4-2208_jpg.rf.4b1627d74330ca94339869024c5937c1.txt,0,0
train,VID_20231122_101409,2212,VID_20231122_101409_mp4-2212_jpg.rf.a21eb43979cacc6cca2e7f22687416e2.jpg,VID_20231122_101409_mp4-2212_jpg.rf.a21eb43979cacc6cca2e7f22687416e2.txt,0,0
train,VID_20231122_101409,2216,VID_20231122_101409_mp4-2216_jpg.rf.509595ed1f6ed3b8356adbc11890ed7b.jpg,VID_20231122_101409_mp4-2216_jpg.rf.509595ed1f6ed3b8356adbc11890ed7b.txt,0,0
train,VID_20231122_101409,2227,VID_20231122_101409_mp4-2227_jpg.rf.81c910ecdc7d0d0d26c2e4d9c5ea8432.jpg,VID_20231122_101409_mp4-2227_jpg.rf.81c910ecdc7d0d0d26c2e4d9c5ea8432.txt,0,0
train,VID_20231122_101409,2238,VID_20231122_101409_mp4-2238_jpg.rf.13d4a2ed7f4405aab6d4f17b678528a4.jpg,VID_20231122_101409_mp4-2238_jpg.rf.13d4a2ed7f4405aab6d4f17b678528a4.txt,0,0
train,VID_20231122_101409,2241,VID_20231122_101409_mp4-2241_jpg.rf.e751500bd43f0355b1dff0757e2ea778.jpg,VID_20231122_101409_mp4-2241_jpg.rf.e751500bd43f0355b1dff0757e2ea778.txt,0,0
train,VID_20231122_101409,2283,VID_20231122_101409_mp4-2283_jpg.rf.d55d68e36de44e581517f4c0eb46bbea.jpg,VID_20231122_101409_mp4-2283_jpg.rf.d55d68e36de44e581517f4c0eb46bbea.txt,0,0
train,VID_20231122_101409,2287,VID_20231122_101409_mp4-2287_jpg.rf.897b3363d8334f55c9d46199c6ef6482.jpg,VID_20231122_101409_mp4-2287_jpg.rf.897b3363d8334f55c9d46199c6ef6482.txt,0,0
train,VID_20231122_101409,2290,VID_20231122_101409_mp4-2290_jpg.rf.fbc08249de8204eed1abed05b57c59ab.jpg,VID_20231122_101409_mp4-2290_jpg.rf.fbc08249de8204eed1abed05b57c59ab.txt,0,0
train,VID_20231122_101409,2305,VID_20231122_101409_mp4-2305_jpg.rf.7dd0089be99a5a0bf158d1bbb929c680.jpg,VID_20231122_101409_mp4-2305_jpg.rf.7dd0089be99a5a0bf158d1bbb929c680.txt,0,0
train,VID_20231122_101409,2316,VID_20231122_101409_mp4-2316_jpg.rf.62a74e6decf13fa9da41d3b5c80d08ce.jpg,VID_20231122_101409_mp4-2316_jpg.rf.62a74e6decf13fa9da41d3b5c80d08ce.txt,1,2
train,VID_20231122_101409,2320,VID_20231122_101409_mp4-2320_jpg.rf.c277c31f6a63158ac0247ea8532982e2.jpg,VID_20231122_101409_mp4-2320_jpg.rf.c277c31f6a63158ac0247ea8532982e2.txt,1,2
train,VID_20231122_101409,2323,VID_20231122_101409_mp4-2323_jpg.rf.5c2d559d596ac2cc5437f0d7c197b170.jpg,VID_20231122_101409_mp4-2323_jpg.rf.5c2d559d596ac2cc5437f0d7c197b170.txt,1,2
train,VID_20231122_101409,233,VID_20231122_101409_mp4-233_jpg.rf.8adcf5b8eeea8ac16a05613a353de9eb.jpg,VID_20231122_101409_mp4-233_jpg.rf.8adcf5b8eeea8ac16a05613a353de9eb.txt,1,3
train,VID_20231122_101409,2342,VID_20231122_101409_mp4-2342_jpg.rf.323cab09067d6e3fb1e191afe4c14bbe.jpg,VID_20231122_101409_mp4-2342_jpg.rf.323cab09067d6e3fb1e191afe4c14bbe.txt,0,0
train,VID_20231122_101409,2349,VID_20231122_101409_mp4-2349_jpg.rf.9f55e34b9c6679a552e13d7e7636fde8.jpg,VID_20231122_101409_mp4-2349_jpg.rf.9f55e34b9c6679a552e13d7e7636fde8.txt,1,2
train,VID_20231122_101409,2351,VID_20231122_101409_mp4-2351_jpg.rf.c74607506aa852211525edaf33a45fc3.jpg,VID_20231122_101409_mp4-2351_jpg.rf.c74607506aa852211525edaf33a45fc3.txt,0,0
train,VID_20231122_101409,2354,VID_20231122_101409_mp4-2354_jpg.rf.206ee2a6b2b4d80fac7aa21a7d45a907.jpg,VID_20231122_101409_mp4-2354_jpg.rf.206ee2a6b2b4d80fac7aa21a7d45a907.txt,0,0
train,VID_20231122_101409,2377,VID_20231122_101409_mp4-2377_jpg.rf.b01ae6976e24b937a6aa39904addecbf.jpg,VID_20231122_101409_mp4-2377_jpg.rf.b01ae6976e24b937a6aa39904addecbf.txt,1,4
train,VID_20231122_101409,2382,VID_20231122_101409_mp4-2382_jpg.rf.9c346c470e53ad9b3df1f7e53886dce6.jpg,VID_20231122_101409_mp4-2382_jpg.rf.9c346c470e53ad9b3df1f7e53886dce6.txt,1,1
train,VID_20231122_101409,2391,VID_20231122_101409_mp4-2391_jpg.rf.66941d4e32e8436c82f7b7c383869daf.jpg,VID_20231122_101409_mp4-2391_jpg.rf.66941d4e32e8436c82f7b7c383869daf.txt,1,2
train,VID_20231122_101409,2409,VID_20231122_101409_mp4-2409_jpg.rf.453999c08f50f94fa52cbf552fdc836d.jpg,VID_20231122_101409_mp4-2409_jpg.rf.453999c08f50f94fa52cbf552fdc836d.txt,0,0
train,VID_20231122_101409,2410,VID_20231122_101409_mp4-2410_jpg.rf.381197d32e5ef57361a5cad460025c43.jpg,VID_20231122_101409_mp4-2410_jpg.rf.381197d32e5ef57361a5cad460025c43.txt,0,0
train,VID_20231122_101409,2417,VID_20231122_101409_mp4-2417_jpg.rf.6bdd7559495c7e60e77d2180ddadea17.jpg,VID_20231122_101409_mp4-2417_jpg.rf.6bdd7559495c7e60e77d2180ddadea17.txt,0,0
train,VID_20231122_101409,2424,VID_20231122_101409_mp4-2424_jpg.rf.e8a22ba3bccbabad8b4992f7c827dff0.jpg,VID_20231122_101409_mp4-2424_jpg.rf.e8a22ba3bccbabad8b4992f7c827dff0.txt,0,0
train,VID_20231122_101409,2425,VID_20231122_101409_mp4-2425_jpg.rf.9461df2618a4eeb486d92731ea26c8b4.jpg,VID_20231122_101409_mp4-2425_jpg.rf.9461df2618a4eeb486d92731ea26c8b4.txt,0,0
train,VID_20231122_101409,2439,VID_20231122_101409_mp4-2439_jpg.rf.6055761d222f8d9a0a8411cc7310436b.jpg,VID_20231122_101409_mp4-2439_jpg.rf.6055761d222f8d9a0a8411cc7310436b.txt,0,0
train,VID_20231122_101409,2450,VID_20231122_101409_mp4-2450_jpg.rf.97ce6aa9f4981c4ccc3b7688c2c10031.jpg,VID_20231122_101409_mp4-2450_jpg.rf.97ce6aa9f4981c4ccc3b7688c2c10031.txt,0,0
train,VID_20231122_101409,2468,VID_20231122_101409_mp4-2468_jpg.rf.ffc9f12b747294f7fae88a7f8d317757.jpg,VID_20231122_101409_mp4-2468_jpg.rf.ffc9f12b747294f7fae88a7f8d317757.txt,0,0
train,VID_20231122_101409,247,VID_20231122_101409_mp4-247_jpg.rf.29e93a32f8d2abc1919cdf454d2c36bc.jpg,VID_20231122_101409_mp4-247_jpg.rf.29e93a32f8d2abc1919cdf454d2c36bc.txt,1,1
train,VID_20231122_101409,2527,VID_20231122_101409_mp4-2527_jpg.rf.168c3481f696147c8008a235c75dbdda.jpg,VID_20231122_101409_mp4-2527_jpg.rf.168c3481f696147c8008a235c75dbdda.txt,0,0
train,VID_20231122_101409,252,VID_20231122_101409_mp4-252_jpg.rf.79242b8590b2838f3310b8a80bf989ef.jpg,VID_20231122_101409_mp4-252_jpg.rf.79242b8590b2838f3310b8a80bf989ef.txt,1,1
train,VID_20231122_101409,2531,VID_20231122_101409_mp4-2531_jpg.rf.d69168906eb3f8cb59246dd07cd9f1d2.jpg,VID_20231122_101409_mp4-2531_jpg.rf.d69168906eb3f8cb59246dd07cd9f1d2.txt,0,0
train,VID_20231122_101409,2536,VID_20231122_101409_mp4-2536_jpg.rf.a4cbfe6c27667a4810c3107808b705f1.jpg,VID_20231122_101409_mp4-2536_jpg.rf.a4cbfe6c27667a4810c3107808b705f1.txt,0,0
train,VID_20231122_101409,2546,VID_20231122_101409_mp4-2546_jpg.rf.9f1016f0db35a5b1621fc4bcca993601.jpg,VID_20231122_101409_mp4-2546_jpg.rf.9f1016f0db35a5b1621fc4bcca993601.txt,0,0
train,VID_20231122_101409,2556,VID_20231122_101409_mp4-2556_jpg.rf.16e7a6355134f825285f6f028d612e7d.jpg,VID_20231122_101409_mp4-2556_jpg.rf.16e7a6355134f825285f6f028d612e7d.txt,0,0
train,VID_20231122_101409,2557,VID_20231122_101409_mp4-2557_jpg.rf.7a6f808d7d4298aefebee033a639a59c.jpg,VID_20231122_101409_mp4-2557_jpg.rf.7a6f808d7d4298aefebee033a639a59c.txt,0,0
train,VID_20231122_101409,2558,VID_20231122_101409_mp4-2558_jpg.rf.e8ccd454207e801dde02cfcc337cc795.jpg,VID_20231122_101409_mp4-2558_jpg.rf.e8ccd454207e801dde02cfcc337cc795.txt,0,0
train,VID_20231122_101409,2588,VID_20231122_101409_mp4-2588_jpg.rf.3f286c61250f86a02c7f1ac50be8f6a2.jpg,VID_20231122_101409_mp4-2588_jpg.rf.3f286c61250f86a02c7f1ac50be8f6a2.txt,0,0
train,VID_20231122_101409,25,VID_20231122_101409_mp4-25_jpg.rf.0dfd89eeec141e4ed4756d0cf248cae5.jpg,VID_20231122_101409_mp4-25_jpg.rf.0dfd89eeec141e4ed4756d0cf248cae5.txt,0,0
train,VID_20231122_101409,271,VID_20231122_101409_mp4-271_jpg.rf.3dc65bd15266cd51d5b955edd3c37e46.jpg,VID_20231122_101409_mp4-271_jpg.rf.3dc65bd15266cd51d5b955edd3c37e46.txt,1,2
train,VID_20231122_101409,27,VID_20231122_101409_mp4-27_jpg.rf.81909b6ae4cacce3e3aaea2f09bb0e35.jpg,VID_20231122_101409_mp4-27_jpg.rf.81909b6ae4cacce3e3aaea2f09bb0e35.txt,0,0
train,VID_20231122_101409,282,VID_20231122_101409_mp4-282_jpg.rf.64d5be850634f6c43b7f330113b19422.jpg,VID_20231122_101409_mp4-282_jpg.rf.64d5be850634f6c43b7f330113b19422.txt,1,1
train,VID_20231122_101409,291,VID_20231122_101409_mp4-291_jpg.rf.ddff213beded5591fb5b0b78fc49ee10.jpg,VID_20231122_101409_mp4-291_jpg.rf.ddff213beded5591fb5b0b78fc49ee10.txt,1,2
train,VID_20231122_101409,293,VID_20231122_101409_mp4-293_jpg.rf.0668a6b65746d63915a5012e5e2657e4.jpg,VID_20231122_101409_mp4-293_jpg.rf.0668a6b65746d63915a5012e5e2657e4.txt,1,2
train,VID_20231122_101409,295,VID_20231122_101409_mp4-295_jpg.rf.45e07f1189e0f9052429a6743ba59eec.jpg,VID_20231122_101409_mp4-295_jpg.rf.45e07f1189e0f9052429a6743ba59eec.txt,1,4
train,VID_20231122_101409,319,VID_20231122_101409_mp4-319_jpg.rf.686e2de85d0f8cb4c6dd034873cce98d.jpg,VID_20231122_101409_mp4-319_jpg.rf.686e2de85d0f8cb4c6dd034873cce98d.txt,0,0
train,VID_20231122_101409,31,VID_20231122_101409_mp4-31_jpg.rf.a0b235726904c374050612bbc0954cad.jpg,VID_20231122_101409_mp4-31_jpg.rf.a0b235726904c374050612bbc0954cad.txt,0,0
train,VID_20231122_101409,334,VID_20231122_101409_mp4-334_jpg.rf.04a58455216f121feeb9b9d545d89749.jpg,VID_20231122_101409_mp4-334_jpg.rf.04a58455216f121feeb9b9d545d89749.txt,0,0
train,VID_20231122_101409,335,VID_20231122_101409_mp4-335_jpg.rf.bfa20342683cd63ab0efce1ead3c7ae5.jpg,VID_20231122_101409_mp4-335_jpg.rf.bfa20342683cd63ab0efce1ead3c7ae5.txt,0,0
train,VID_20231122_101409,348,VID_20231122_101409_mp4-348_jpg.rf.f3e0a4f456d6e10509fc92f940f59cd3.jpg,VID_20231122_101409_mp4-348_jpg.rf.f3e0a4f456d6e10509fc92f940f59cd3.txt,0,0
train,VID_20231122_101409,350,VID_20231122_101409_mp4-350_jpg.rf.bd74466339287903478a8701154576c5.jpg,VID_20231122_101409_mp4-350_jpg.rf.bd74466339287903478a8701154576c5.txt,0,0
train,VID_20231122_101409,366,VID_20231122_101409_mp4-366_jpg.rf.195976f02382979928bec612d5574d87.jpg,VID_20231122_101409_mp4-366_jpg.rf.195976f02382979928bec612d5574d87.txt,0,0
train,VID_20231122_101409,369,VID_20231122_101409_mp4-369_jpg.rf.9ccee43a3150a8dafe9096993abf2831.jpg,VID_20231122_101409_mp4-369_jpg.rf.9ccee43a3150a8dafe9096993abf2831.txt,0,0
train,VID_20231122_101409,373,VID_20231122_101409_mp4-373_jpg.rf.197ecef44dd5293091a35cf330833807.jpg,VID_20231122_101409_mp4-373_jpg.rf.197ecef44dd5293091a35cf330833807.txt,0,0
train,VID_20231122_101409,374,VID_20231122_101409_mp4-374_jpg.rf.4be192374ec5d2c3993d3fa9677ecce4.jpg,VID_20231122_101409_mp4-374_jpg.rf.4be192374ec5d2c3993d3fa9677ecce4.txt,0,0
train,VID_20231122_101409,379,VID_20231122_101409_mp4-379_jpg.rf.5f277a06b0f1c3a3b51271f047e7f4ac.jpg,VID_20231122_101409_mp4-379_jpg.rf.5f277a06b0f1c3a3b51271f047e7f4ac.txt,0,0
train,VID_20231122_101409,393,VID_20231122_101409_mp4-393_jpg.rf.1cf799e98cd74071558dfda0eefa1592.jpg,VID_20231122_101409_mp4-393_jpg.rf.1cf799e98cd74071558dfda0eefa1592.txt,0,0
train,VID_20231122_101409,402,VID_20231122_101409_mp4-402_jpg.rf.426b64432f9a7450ebaeccb3d676af3b.jpg,VID_20231122_101409_mp4-402_jpg.rf.426b64432f9a7450ebaeccb3d676af3b.txt,0,0
train,VID_20231122_101409,406,VID_20231122_101409_mp4-406_jpg.rf.0bf965349a295409373e5783a31def8c.jpg,VID_20231122_101409_mp4-406_jpg.rf.0bf965349a295409373e5783a31def8c.txt,0,0
train,VID_20231122_101409,414,VID_20231122_101409_mp4-414_jpg.rf.819d90b1dc1c2affe1646e9527fd504d.jpg,VID_20231122_101409_mp4-414_jpg.rf.819d90b1dc1c2affe1646e9527fd504d.txt,0,0
train,VID_20231122_101409,424,VID_20231122_101409_mp4-424_jpg.rf.bae7bd94d1199c00c34452b76bb6e7f5.jpg,VID_20231122_101409_mp4-424_jpg.rf.bae7bd94d1199c00c34452b76bb6e7f5.txt,1,4
train,VID_20231122_101409,429,VID_20231122_101409_mp4-429_jpg.rf.3e7df539b30ed37576587c0094d7d3fb.jpg,VID_20231122_101409_mp4-429_jpg.rf.3e7df539b30ed37576587c0094d7d3fb.txt,1,7
train,VID_20231122_101409,453,VID_20231122_101409_mp4-453_jpg.rf.7450ed7a848f3c100de543d2c5228104.jpg,VID_20231122_101409_mp4-453_jpg.rf.7450ed7a848f3c100de543d2c5228104.txt,1,3
train,VID_20231122_101409,478,VID_20231122_101409_mp4-478_jpg.rf.9359fbe900303286d24ffa63eaf4218c.jpg,VID_20231122_101409_mp4-478_jpg.rf.9359fbe900303286d24ffa63eaf4218c.txt,0,0
train,VID_20231122_101409,489,VID_20231122_101409_mp4-489_jpg.rf.d1599d6a8b3395544659472d09ea9c2c.jpg,VID_20231122_101409_mp4-489_jpg.rf.d1599d6a8b3395544659472d09ea9c2c.txt,0,0
train,VID_20231122_101409,500,VID_20231122_101409_mp4-500_jpg.rf.1aa14b49f62aefef72d273832adc5b45.jpg,VID_20231122_101409_mp4-500_jpg.rf.1aa14b49f62aefef72d273832adc5b45.txt,0,0
train,VID_20231122_101409,504,VID_20231122_101409_mp4-504_jpg.rf.b0e6151d9a477f890b04c5271558c4f7.jpg,VID_20231122_101409_mp4-504_jpg.rf.b0e6151d9a477f890b04c5271558c4f7.txt,0,0
train,VID_20231122_101409,50,VID_20231122_101409_mp4-50_jpg.rf.87aef781d6b0f438ebf58a273b2a4b26.jpg,VID_20231122_101409_mp4-50_jpg.rf.87aef781d6b0f438ebf58a273b2a4b26.txt,0,0
train,VID_20231122_101409,516,VID_20231122_101409_mp4-516_jpg.rf.0d19111d321ce76712d49f4611406533.jpg,VID_20231122_101409_mp4-516_jpg.rf.0d19111d321ce76712d49f4611406533.txt,0,0
train,VID_20231122_101409,536,VID_20231122_101409_mp4-536_jpg.rf.cf47009be6fe7405feb800d4337b608a.jpg,VID_20231122_101409_mp4-536_jpg.rf.cf47009be6fe7405feb800d4337b608a.txt,0,0
train,VID_20231122_101409,546,VID_20231122_101409_mp4-546_jpg.rf.255df1735fee02666990c1ea83a3eaec.jpg,VID_20231122_101409_mp4-546_jpg.rf.255df1735fee02666990c1ea83a3eaec.txt,0,0
train,VID_20231122_101409,566,VID_20231122_101409_mp4-566_jpg.rf.43c0d88fce7e481f7f4f7cd7acb0b723.jpg,VID_20231122_101409_mp4-566_jpg.rf.43c0d88fce7e481f7f4f7cd7acb0b723.txt,0,0
train,VID_20231122_101409,568,VID_20231122_101409_mp4-568_jpg.rf.80871f6a284732fed0cd83aa487383aa.jpg,VID_20231122_101409_mp4-568_jpg.rf.80871f6a284732fed0cd83aa487383aa.txt,0,0
train,VID_20231122_101409,571,VID_20231122_101409_mp4-571_jpg.rf.1dfc3567e0b2aa74d5575c6f749f5b6b.jpg,VID_20231122_101409_mp4-571_jpg.rf.1dfc3567e0b2aa74d5575c6f749f5b6b.txt,0,0
train,VID_20231122_101409,578,VID_20231122_101409_mp4-578_jpg.rf.7fe922007f72134c7d5140c0de0a53bf.jpg,VID_20231122_101409_mp4-578_jpg.rf.7fe922007f72134c7d5140c0de0a53bf.txt,0,0
train,VID_20231122_101409,592,VID_20231122_101409_mp4-592_jpg.rf.1f16872f8c3ffa66abcc30ac1f1f17a2.jpg,VID_20231122_101409_mp4-592_jpg.rf.1f16872f8c3ffa66abcc30ac1f1f17a2.txt,0,0
train,VID_20231122_101409,595,VID_20231122_101409_mp4-595_jpg.rf.2e616dbd21d13f9531ccf18510c85ecb.jpg,VID_20231122_101409_mp4-595_jpg.rf.2e616dbd21d13f9531ccf18510c85ecb.txt,0,0
train,VID_20231122_101409,604,VID_20231122_101409_mp4-604_jpg.rf.8f03a6c55199c80a53a42c5fe948f48c.jpg,VID_20231122_101409_mp4-604_jpg.rf.8f03a6c55199c80a53a42c5fe948f48c.txt,1,2
train,VID_20231122_101409,619,VID_20231122_101409_mp4-619_jpg.rf.7daf61d7481f9a1c235e666fc7d20289.jpg,VID_20231122_101409_mp4-619_jpg.rf.7daf61d7481f9a1c235e666fc7d20289.txt,0,0
train,VID_20231122_101409,61,VID_20231122_101409_mp4-61_jpg.rf.8c08815c9a69548350e5a669d6c2757f.jpg,VID_20231122_101409_mp4-61_jpg.rf.8c08815c9a69548350e5a669d6c2757f.txt,0,0
train,VID_20231122_101409,631,VID_20231122_101409_mp4-631_jpg.rf.e7fc74f52fd987bafbe14ee569e2f1b5.jpg,VID_20231122_101409_mp4-631_jpg.rf.e7fc74f52fd987bafbe14ee569e2f1b5.txt,1,1
train,VID_20231122_101409,643,VID_20231122_101409_mp4-643_jpg.rf.8abad479760821ece9d0b4568d091468.jpg,VID_20231122_101409_mp4-643_jpg.rf.8abad479760821ece9d0b4568d091468.txt,1,1
train,VID_20231122_101409,646,VID_20231122_101409_mp4-646_jpg.rf.a359622e296f006051677cab759abfa3.jpg,VID_20231122_101409_mp4-646_jpg.rf.a359622e296f006051677cab759abfa3.txt,1,1
train,VID_20231122_101409,649,VID_20231122_101409_mp4-649_jpg.rf.179e4eb81b32c254a435b24443321b67.jpg,VID_20231122_101409_mp4-649_jpg.rf.179e4eb81b32c254a435b24443321b67.txt,1,2
train,VID_20231122_101409,653,VID_20231122_101409_mp4-653_jpg.rf.066d63b9b4b021fba62ae9bdcdac5dc2.jpg,VID_20231122_101409_mp4-653_jpg.rf.066d63b9b4b021fba62ae9bdcdac5dc2.txt,1,1
train,VID_20231122_101409,654,VID_20231122_101409_mp4-654_jpg.rf.0d1b9a83283347fd313d52007dad48b8.jpg,VID_20231122_101409_mp4-654_jpg.rf.0d1b9a83283347fd313d52007dad48b8.txt,1,1
train,VID_20231122_101409,655,VID_20231122_101409_mp4-655_jpg.rf.307c131d1e47c3690ff25cb777a5f25b.jpg,VID_20231122_101409_mp4-655_jpg.rf.307c131d1e47c3690ff25cb777a5f25b.txt,1,1
train,VID_20231122_101409,684,VID_20231122_101409_mp4-684_jpg.rf.695333d81d19a2922f1b84398784486a.jpg,VID_20231122_101409_mp4-684_jpg.rf.695333d81d19a2922f1b84398784486a.txt,0,0
train,VID_20231122_101409,697,VID_20231122_101409_mp4-697_jpg.rf.0bb9cc28792f7e8cc8232db5d798d170.jpg,VID_20231122_101409_mp4-697_jpg.rf.0bb9cc28792f7e8cc8232db5d798d170.txt,1,1
train,VID_20231122_101409,71,VID_20231122_101409_mp4-71_jpg.rf.47f94d2a976dff6f6629ba623aa12152.jpg,VID_20231122_101409_mp4-71_jpg.rf.47f94d2a976dff6f6629ba623aa12152.txt,0,0
train,VID_20231122_101409,723,VID_20231122_101409_mp4-723_jpg.rf.73c8e2dce713e67745eb708e68b192bd.jpg,VID_20231122_101409_mp4-723_jpg.rf.73c8e2dce713e67745eb708e68b192bd.txt,1,6
train,VID_20231122_101409,725,VID_20231122_101409_mp4-725_jpg.rf.ebe1e994fb006c1356e637f7f770c392.jpg,VID_20231122_101409_mp4-725_jpg.rf.ebe1e994fb006c1356e637f7f770c392.txt,1,5
train,VID_20231122_101409,728,VID_20231122_101409_mp4-728_jpg.rf.f06b6b57b7619acc168e2ba464e4086b.jpg,VID_20231122_101409_mp4-728_jpg.rf.f06b6b57b7619acc168e2ba464e4086b.txt,1,4
train,VID_20231122_101409,72,VID_20231122_101409_mp4-72_jpg.rf.98f739becbe741039b4333d9593c7f97.jpg,VID_20231122_101409_mp4-72_jpg.rf.98f739becbe741039b4333d9593c7f97.txt,0,0
train,VID_20231122_101409,73,VID_20231122_101409_mp4-73_jpg.rf.73ff4fb05d30f9146e8894f3c48b1670.jpg,VID_20231122_101409_mp4-73_jpg.rf.73ff4fb05d30f9146e8894f3c48b1670.txt,0,0
train,VID_20231122_101409,753,VID_20231122_101409_mp4-753_jpg.rf.1fecf3a7f07955c12995baa3acff6536.jpg,VID_20231122_101409_mp4-753_jpg.rf.1fecf3a7f07955c12995baa3acff6536.txt,1,1
train,VID_20231122_101409,75,VID_20231122_101409_mp4-75_jpg.rf.938dae14375439bd579b00f15a7712d6.jpg,VID_20231122_101409_mp4-75_jpg.rf.938dae14375439bd579b00f15a7712d6.txt,0,0
train,VID_20231122_101409,76,VID_20231122_101409_mp4-76_jpg.rf.336402f4792b2b661c6e2340f2195c39.jpg,VID_20231122_101409_mp4-76_jpg.rf.336402f4792b2b661c6e2340f2195c39.txt,0,0
train,VID_20231122_101409,779,VID_20231122_101409_mp4-779_jpg.rf.6a1ae82a5cf5ebc21e059adc001d15da.jpg,VID_20231122_101409_mp4-779_jpg.rf.6a1ae82a5cf5ebc21e059adc001d15da.txt,0,0
train,VID_20231122_101409,788,VID_20231122_101409_mp4-788_jpg.rf.f5519e1d35e230ab5bbc892e6fb6dd62.jpg,VID_20231122_101409_mp4-788_jpg.rf.f5519e1d35e230ab5bbc892e6fb6dd62.txt,0,0
train,VID_20231122_101409,792,VID_20231122_101409_mp4-792_jpg.rf.e6953499c46fe97770d643bd7d53d745.jpg,VID_20231122_101409_mp4-792_jpg.rf.e6953499c46fe97770d643bd7d53d745.txt,0,0
train,VID_20231122_101409,814,VID_20231122_101409_mp4-814_jpg.rf.c2ef1cd58f179d77cf3302c3473690b2.jpg,VID_20231122_101409_mp4-814_jpg.rf.c2ef1cd58f179d77cf3302c3473690b2.txt,0,0
train,VID_20231122_101409,823,VID_20231122_101409_mp4-823_jpg.rf.67cee98629bd9a115acea3b97ade25bc.jpg,VID_20231122_101409_mp4-823_jpg.rf.67cee98629bd9a115acea3b97ade25bc.txt,0,0
train,VID_20231122_101409,83,VID_20231122_101409_mp4-83_jpg.rf.6849b90621eb6fc8a71ecab2b7595daa.jpg,VID_20231122_101409_mp4-83_jpg.rf.6849b90621eb6fc8a71ecab2b7595daa.txt,0,0
